Stock,Year,Adult Escapement,Jack Escapement,Total Escapement,Alaska Catch,Below Mission Catch ,Above Mission Catch,DBE,Run Size
Birkenhead,1952,47041,30345,"77,386",,185093,11550,,274029
Birkenhead,1953,42491,13332,"55,823",,209837,10863,,276523
Birkenhead,1954,18213,22240,"40,453",,192583,4958,,237994
Birkenhead,1955,14553,9897,"24,450",,136298,3575,,164323
Birkenhead,1956,49754,8145,"57,899",,191738,8807,,258444
Birkenhead,1957,14536,9632,"24,168",,129861,5639,,159668
Birkenhead,1958,15166,17889,"33,055",,171432,6043,,210530
Birkenhead,1959,26159,12445,"38,604",,213324,5483,,257411
Birkenhead,1960,36838,3010,"39,848",,167555,7324,,214727
Birkenhead,1961,31681,17946,"49,627",,48803,6826,,105256
Birkenhead,1962,26369,25777,"52,146",,74628,13355,,140129
Birkenhead,1963,48893,18258,"67,151",,171848,12193,,251192
Birkenhead,1964,48908,21031,"69,939",,119956,10533,,200428
Birkenhead,1965,16230,13778,"30,008",,75084,6674,,111766
Birkenhead,1966,20116,61018,"81,134",,118143,5648,,204925
Birkenhead,1967,39876,18160,"58,036",,271400,7236,,336672
Birkenhead,1968,57947,25803,"83,750",,240818,7200,,331768
Birkenhead,1969,37382,27145,"64,527",,191276,4279,,260082
Birkenhead,1970,30656,42104,"72,760",,159314,6610,,238684
Birkenhead,1971,24629,8043,"32,672",,452003,6813,,491488
Birkenhead,1972,54516,58581,"113,097",,240051,5299,,358447
Birkenhead,1973,56653,82642,"139,295",,469939,7330,,616564
Birkenhead,1974,119637,53826,"173,463",,681483,24028,,878975
Birkenhead,1975,61538,31390,"92,928",,249755,11473,,354156
Birkenhead,1976,77305,30816,"108,121",,408731,14018,,530870
Birkenhead,1977,23845,19294,"43,139",,185455,19919,5865,248512
Birkenhead,1978,94782,5075,"99,857",,348926,21567,-1107,471457
Birkenhead,1979,60988,17100,"78,088",,257827,16306,33313,352221
Birkenhead,1980,78613,12309,"90,922",,409593,19279,-35032,554826
Birkenhead,1981,49023,16472,"65,495",,408973,9025,-32204,515697
Birkenhead,1982,119738,9033,"128,771",,489836,21231,-34098,673936
Birkenhead,1983,44029,4812,"48,841",9465,397752,12636,-62722,531417
Birkenhead,1984,40245,2604,"42,849",0,201771,12488,-72163,329270
Birkenhead,1985,11905,25707,"37,612",154,112587,3497,19039,153849
Birkenhead,1986,335630,12664,"348,294",4926,1283884,15691,114871,1652794
Birkenhead,1987,164849,3992,"168,841",841,739667,16032,-125656,1051038
Birkenhead,1988,166591,10736,"177,327",0,331671,15259,-49007,573264
Birkenhead,1989,29334,17369,"46,703",2466,208465,3132,15407,260766
Birkenhead,1990,166773,3489,"170,262",17215,767004,261,-49819,1004562
Birkenhead,1991,293626,22843,"316,469",13530,576536,3835,114925,910370
Birkenhead,1992,185908,32625,"218,533",20742,260637,7922,116784,507835
Birkenhead,1993,244954,5471,"250,425",17071,1358416,,-104850,1730762
Birkenhead,1994,39234,211,"39,445",23127,390496,1122,-82319,536508
Birkenhead,1995,39871,3139,"43,010",13,28889,15369,-17147,104429
Birkenhead,1996,56112,8011,"64,123",1858,45356,1509,8262,112846
Birkenhead,1997,50202,670,"50,872",4062,187304,1378,-17000,260616
Birkenhead,1998,295880,369,"296,249",20635,94332,3531,-62541,477288
Birkenhead,1999,48916,670,"49,586",1441,13777,1364,-120378,186546
Birkenhead,2000,13842,0,"13,842",20,16627,6241,1912,36730
Birkenhead,2001,44450,277,"44,727",940,8539,75,-136,54417
Birkenhead,2002,189500,0,"189,500",12,33203,1851,-18525,243091
Birkenhead,2003,309878,652,"310,530",6481,120862,6769,50797,444642
Birkenhead,2004,37617,56,"37,673",5843,27918,2044,-50017,123495
Birkenhead,2005,53546,898,"54,444",1191,17144,1820,-60927,135526
Birkenhead,2006,266459,80,"266,539",2601,154771,5910,-116086,545908
Birkenhead,2007,93480,47,"93,527",31919,10026,336,19974,135808
Birkenhead,2008,19500,361,"19,861",122,8563,915,-21413,50874
Birkenhead,2009,53977,179,"54,156",490,3621,199,-6535,63175
Birkenhead,2010,128285,180,"128,465",0,152668,,-18858,302638
Birkenhead,2011,227742,1075,"228,817",2238,85610,24903,46704,366988
Birkenhead,2012,56282,224,"56,506",690,22457,4315,-58283,104565
Birkenhead,2013,80086,35,"80,121",1974,3103,143,-3780,94244
Birkenhead,2014,35552,211,"35,763",0,36679,5255,5354,102117
Birkenhead,2015,44973,76,"45,049",5916,3135,51,-19776,61711
Birkenhead,2016,36404,37,"36,441",867,3937,416,-10134,51226
Birkenhead,2017,18629,7,"18,636",603,351,109,-13673,22194
Birkenhead,2018,15041,10,"15,051",470,16121,1638,-12976,35038
Birkenhead,2019,2998,60,"3,058",598,90,0,300,4330
Birkenhead,2020,5308,168,"5,476",236,84,0,-3893,7161
Birkenhead,2021,45853,40,"45,893",4403,485,54,-71442,55932
Birkenhead,2022,127815,1910,"129,725",886,25293,2151,-31918,180959
Birkenhead,2023,75695,198,"75,893",515,1754,3,-121137,104341
Bowron,1952,18784,27,"18,811",,55662,2195,,76668
Bowron,1953,13293,240,"13,533",,44858,1002,,59393
Bowron,1954,10515,259,"10,774",,48910,1305,,60989
Bowron,1955,9350,5,"9,355",,84439,2183,,95977
Bowron,1956,6994,2,"6,996",,26724,461,,34181
Bowron,1957,12011,58,"12,069",,54090,624,,66783
Bowron,1958,14863,28,"14,891",,52372,748,,68011
Bowron,1959,29247,0,"29,247",,51248,1555,,82050
Bowron,1960,7663,0,"7,663",,20737,1244,,29644
Bowron,1961,7460,11,"7,471",,37230,729,,45430
Bowron,1962,6286,6,"6,292",,11732,890,,18914
Bowron,1963,25141,3,"25,144",,28400,3081,,56625
Bowron,1964,1500,0,"1,500",,13982,2196,,17678
Bowron,1965,2659,1,"2,660",,23986,646,,27292
Bowron,1966,2470,10,"2,480",,17344,339,,20163
Bowron,1967,31695,0,"31,695",,167174,3644,,202514
Bowron,1968,3611,23,"3,634",,27516,3654,,34804
Bowron,1969,3872,0,"3,872",,14534,455,,18861
Bowron,1970,1305,36,"1,341",,19934,1074,,22349
Bowron,1971,25497,0,"25,497",,156563,12850,,194910
Bowron,1972,4138,0,"4,138",,41199,4569,,49906
Bowron,1973,4558,142,"4,700",,17943,980,,23623
Bowron,1974,1850,0,"1,850",,12757,2427,,17034
Bowron,1975,29700,0,"29,700",,86366,8271,,124337
Bowron,1976,2250,0,"2,250",,13350,1606,,17206
Bowron,1977,2500,0,"2,500",,7901,314,1539,10714
Bowron,1978,3141,9,"3,150",,12165,552,1273,15867
Bowron,1979,35000,0,"35,000",,84578,6417,-16551,142545
Bowron,1980,2894,0,"2,894",,3715,581,-2279,9469
Bowron,1981,1170,0,"1,170",,4673,129,-555,6526
Bowron,1982,1647,0,"1,647",,14253,519,-15416,31836
Bowron,1983,6451,0,"6,451",0,6751,1685,-15943,30831
Bowron,1984,10461,0,"10,461",0,33931,2624,-25509,72526
Bowron,1985,6395,0,"6,395",0,11887,1388,2673,19670
Bowron,1986,3118,13,"3,131",0,712,1154,-649,5646
Bowron,1987,11071,8,"11,079",0,12615,17846,-15992,57533
Bowron,1988,12780,0,"12,780",0,22511,13931,-8,49231
Bowron,1989,2534,0,"2,534",58,18814,1203,-10225,32834
Bowron,1990,7860,132,"7,992",4,8131,8917,-3632,28676
Bowron,1991,4919,0,"4,919",0,10280,3252,-7677,26128
Bowron,1992,2560,0,"2,560",22,6849,6919,-3696,20046
Bowron,1993,1184,0,"1,184",56,4049,1525,-2692,9506
Bowron,1994,4380,35,"4,415",2,4126,3471,-12348,24362
Bowron,1995,34417,14,"34,431",0,11360,14795,7259,60585
Bowron,1996,8176,0,"8,176",0,1008,1085,3765,10269
Bowron,1997,4811,0,"4,811",300,11100,3207,-17947,37366
Bowron,1998,4751,26,"4,777",5,1981,1151,-2431,10345
Bowron,1999,8238,0,"8,238",0,2714,6438,-17981,35371
Bowron,2000,13440,0,"13,440",11,6411,3086,4335,22949
Bowron,2001,5842,0,"5,842",19,953,7596,-12553,26963
Bowron,2002,8770,0,"8,770",1,4408,1923,-2663,17765
Bowron,2003,6752,0,"6,752",705,17649,8458,-17966,51531
Bowron,2004,916,0,916,113,14982,3459,-8239,27709
Bowron,2005,1730,0,"1,730",3,1136,918,-2101,5888
Bowron,2006,1554,0,"1,554",1,2388,2326,-7582,13851
Bowron,2007,2173,0,"2,173",38,142,1456,-3175,6984
Bowron,2008,1005,0,"1,005",4,2065,4649,-10127,17849
Bowron,2009,1814,0,"1,814",1,223,397,-1926,4249
Bowron,2010,8439,0,"8,439",0,7140,,2032,11815
Bowron,2011,4101,0,"4,101",226,4006,3464,-5650,11103
Bowron,2012,59,0,59,0,1538,3965,-22159,233
Bowron,2013,3257,23,"3,280",1,581,1068,-1709,5527
Bowron,2014,12064,0,"12,064",0,14457,5369,-3658,22497
Bowron,2015,3838,30,"3,868",844,1244,1449,-6970,8270
Bowron,2016,143,0,143,2,81,725,-4498,273
Bowron,2017,244,0,244,103,23,128,-1495,367
Bowron,2018,8406,0,"8,406",2,4669,3034,-8422,19267
Bowron,2019,20,0,20,370,14,23,-630,474
Bowron,2020,344,0,344,0,42,25,-3586,928
Bowron,2021,3158,0,"3,158",721,40,77,912,5349
Bowron,2022,3128,0,"3,128",0,453,715,-2430,5339
Bowron,2023,2508,0,"2,508",0,53,72,-2541,4723
Chilko,1952,485585,4480,"490,065",,1187461,51165,,1728691
Chilko,1953,200691,554,"201,245",,556874,18878,,776997
Chilko,1954,34296,3447,"37,743",,193426,9245,,240414
Chilko,1955,121167,10979,"132,146",,494703,26500,,653349
Chilko,1956,646906,862,"647,768",,1105752,36624,,1790144
Chilko,1957,138464,2301,"140,765",,380763,19193,,540721
Chilko,1958,120104,16977,"137,081",,621120,13003,,771204
Chilko,1959,463060,8102,"471,162",,925158,33176,,1429496
Chilko,1960,426546,61,"426,607",,1807823,60250,,2294680
Chilko,1961,39101,1214,"40,315",,95782,7668,,143765
Chilko,1962,77713,14754,"92,467",,208950,23276,,324693
Chilko,1963,998231,4021,"1,002,252",,1112585,116597,,2231434
Chilko,1964,238272,329,"238,601",,647466,95871,,981938
Chilko,1965,35335,4567,"39,902",,106133,5685,,151720
Chilko,1966,209619,17083,"226,702",,755909,31629,,1014240
Chilko,1967,174715,1622,"176,337",,938139,23885,,1138361
Chilko,1968,413862,584,"414,446",,1385071,76303,,1875820
Chilko,1969,70902,5616,"76,518",,298166,5517,,380201
Chilko,1970,135388,9661,"145,049",,594048,52405,,791502
Chilko,1971,168396,18193,"186,589",,1881606,46505,,2114700
Chilko,1972,562650,1815,"564,465",,1747708,77900,,2390073
Chilko,1973,55675,6032,"61,707",,389756,13066,,464529
Chilko,1974,110026,32569,"142,595",,544166,55455,,742216
Chilko,1975,244631,31067,"275,698",,474559,88139,,838396
Chilko,1976,384390,3077,"387,467",,1474859,135864,,1998190
Chilko,1977,51330,5452,"56,782",,271708,16798,7951,345288
Chilko,1978,146842,12332,"159,174",,499795,45448,46196,704417
Chilko,1979,258391,14303,"272,694",,1120832,67179,-158670,1619374
Chilko,1980,497759,1067,"498,826",,1075824,98823,-18953,1692425
Chilko,1981,34540,1609,"36,149",,186736,13564,-21728,258177
Chilko,1982,249578,3973,"253,551",,837773,94261,96016,1185586
Chilko,1983,382833,3738,"386,571",5247,1122529,176337,51758,1690685
Chilko,1984,580179,485,"580,664",0,3181206,239346,100566,4001216
Chilko,1985,71975,16145,"88,120",323,589614,23836,11042,701894
Chilko,1986,293804,30167,"323,971",0,1030682,148064,37716,1502717
Chilko,1987,421015,9477,"430,492",740,1372530,143516,172818,1947278
Chilko,1988,363389,2401,"365,790",0,349317,133330,123614,848438
Chilko,1989,63268,15379,"78,647",2246,474916,20800,-7992,584601
Chilko,1990,825837,7476,"833,313",43932,3519414,202077,-141924,4740661
Chilko,1991,1037737,1887,"1,039,624",21123,2777680,191387,152559,4029814
Chilko,1992,511267,4396,"515,663",34699,2416755,165401,-160955,3293473
Chilko,1993,555226,6639,"561,865",8947,2696116,74735,-16246,3357910
Chilko,1994,450745,1494,"452,239",29901,1528485,205464,-137356,2353444
Chilko,1995,544364,3391,"547,755",2470,460575,314883,86695,1325683
Chilko,1996,974846,14576,"989,422",11066,696688,246141,430319,1943317
Chilko,1997,985827,7427,"993,254",52283,2397147,98786,44826,3541470
Chilko,1998,879010,1934,"880,944",32131,479337,161095,-289825,1843333
Chilko,1999,891567,355,"891,922",709,91621,87672,32121,1071923
Chilko,2000,758941,222,"759,163",707,540340,155625,296766,1455835
Chilko,2001,668671,1249,"669,920",4698,130849,63444,170242,868912
Chilko,2002,382753,2289,"385,042",45,192737,59154,1949,636978
Chilko,2003,608321,3918,"612,239",21672,675394,208747,-111048,1629100
Chilko,2004,91909,234,"92,143",11944,288729,77991,-128862,599668
Chilko,2005,535967,4514,"540,481",50846,159063,119898,-177746,1048035
Chilko,2006,468947,557,"469,504",1426,525950,131351,-103198,1231429
Chilko,2007,305853,854,"306,707",44084,32743,66090,-16746,466371
Chilko,2008,249863,720,"250,583",387,79025,113742,-24931,468669
Chilko,2009,213379,4399,"217,778",1717,10655,24093,-8679,308866
Chilko,2010,2459946,3029,"2,462,975",0,1491500,,-4281,4229937
Chilko,2011,916643,2611,"919,254",8191,410348,252533,355006,1692465
Chilko,2012,245525,1080,"246,605",4921,107061,144867,-10527,551258
Chilko,2013,1197721,37501,"1,235,222",22860,134925,136707,100624,1747696
Chilko,2014,1030506,3744,"1,034,250",31531,1327668,217335,-4201,2869346
Chilko,2015,660600,2107,"662,707",53138,79178,74759,-175142,1001669
Chilko,2016,154918,769,"155,687",21208,30518,51971,-63377,287625
Chilko,2017,369573,2639,"372,212",7942,8035,33698,-96381,463258
Chilko,2018,618365,1258,"619,623",6897,742902,129074,86522,1608774
Chilko,2019,169653,224,"169,877",44806,3081,5511,-27414,253254
Chilko,2020,54513,977,"55,490",4860,704,6665,-5853,77511
Chilko,2021,900055,17806,"917,861",49686,6875,63149,-106737,1139556
Chilko,2022,881253,62,"881,315",32406,277118,122646,-278573,1607258
Chilko,2023,344615,902,"345,517",3544,6614,16087,-213751,458943
Chilliwack,1952,0,0,0,,,,,0
Chilliwack,1953,0,0,0,,,,,0
Chilliwack,1954,0,0,0,,,,,0
Chilliwack,1955,0,0,0,,,,,0
Chilliwack,1956,0,0,0,,,,,0
Chilliwack,1957,0,0,0,,,,,0
Chilliwack,1958,0,0,0,,,,,0
Chilliwack,1959,0,0,0,,,,,0
Chilliwack,1960,0,0,0,,,,,0
Chilliwack,1961,0,0,0,,,,,0
Chilliwack,1962,0,0,0,,,,,0
Chilliwack,1963,0,0,0,,,,,0
Chilliwack,1964,0,0,0,,,,,0
Chilliwack,1965,0,0,0,,,,,0
Chilliwack,1966,0,0,0,,,,,0
Chilliwack,1967,0,0,0,,,,,0
Chilliwack,1968,50,0,50,,167,,,217
Chilliwack,1969,0,0,0,,,,,0
Chilliwack,1970,0,0,0,,,,,0
Chilliwack,1971,0,0,0,,,,,0
Chilliwack,1972,440,0,440,,2129,16,,2585
Chilliwack,1973,0,0,0,,,,,0
Chilliwack,1974,400,20,420,,1347,44,,1811
Chilliwack,1975,260,0,260,,537,15,,812
Chilliwack,1976,1300,0,"1,300",,5138,129,,6567
Chilliwack,1977,0,20,20,,,,20,20
Chilliwack,1978,1539,31,"1,570",,5506,270,1840,7347
Chilliwack,1979,0,0,0,,,,0,0
Chilliwack,1980,276,0,276,,355,55,331,687
Chilliwack,1981,33,34,67,,55,4,71,126
Chilliwack,1982,3980,20,"4,000",,13977,1255,-605,19836
Chilliwack,1983,270,0,270,8,539,71,-17,904
Chilliwack,1984,180,0,180,0,372,74,88,626
Chilliwack,1985,20,0,20,0,147,4,-4,175
Chilliwack,1986,1164,0,"1,164",0,230,,451,1394
Chilliwack,1987,1716,0,"1,716",2,5146,,-69,6933
Chilliwack,1988,6828,47,"6,875",0,5114,,1396,11989
Chilliwack,1989,89,11,100,1,350,0,15,451
Chilliwack,1990,2230,0,"2,230",10,3358,36,204,5634
Chilliwack,1991,1050,0,"1,050",0,1544,99,-1013,3707
Chilliwack,1992,3888,35,"3,923",3,4557,,756,8482
Chilliwack,1993,500,10,510,8,1062,3,-408,1992
Chilliwack,1994,7966,15,"7,981",295,14467,370,525,23113
Chilliwack,1995,968,20,988,0,198,107,-516,1810
Chilliwack,1996,4228,12,"4,240",0,263,1,-2111,6615
Chilliwack,1997,773,7,780,57,1646,58,-2517,5058
Chilliwack,1998,1068,4,"1,072",0,407,75,-6688,8243
Chilliwack,1999,424,4,428,0,180,3,-3349,3960
Chilliwack,2000,8160,0,"8,160",0,1252,1220,-2273,12906
Chilliwack,2001,30272,239,"30,511",0,1075,318,-893,32797
Chilliwack,2002,3841,26,"3,867",0,295,108,-5140,9410
Chilliwack,2003,4956,41,"4,997",251,1142,295,-11653,18338
Chilliwack,2004,40329,0,"40,329",214,17842,2246,-64568,125199
Chilliwack,2005,3407,0,"3,407",0,269,22,-1771,5468
Chilliwack,2006,1097,0,"1,097",2,397,81,-3788,5365
Chilliwack,2007,1965,22,"1,987",0,47,,673,2034
Chilliwack,2008,67822,0,"67,822",0,4022,955,-15954,88753
Chilliwack,2009,5587,0,"5,587",9,524,27,-6336,8010
Chilliwack,2010,2775,20,"2,795",0,816,,-7944,3611
Chilliwack,2011,4479,14,"4,493",0,477,79,-5369,6547
Chilliwack,2012,126164,0,"126,164",0,6392,2145,-79507,212027
Chilliwack,2013,11705,0,"11,705",0,669,321,-33077,17419
Chilliwack,2014,3470,0,"3,470",0,1160,553,-19552,6230
Chilliwack,2015,6589,121,"6,710",0,503,67,-14909,9910
Chilliwack,2016,57928,0,"57,928",393,1405,613,-16474,66775
Chilliwack,2017,6746,0,"6,746",83,110,10,-7757,9787
Chilliwack,2018,2341,0,"2,341",0,248,35,-2513,2884
Chilliwack,2019,1347,91,"1,438",0,29,0,-5204,1627
Chilliwack,2020,31766,0,"31,766",26,260,6,5873,35587
Chilliwack,2021,2037,0,"2,037",0,34,3,-2131,2300
Chilliwack,2022,3591,0,"3,591",0,64,3,-3701,5098
Chilliwack,2023,5380,94,"5,474",0,194,0,-26291,14523
Cultus,1952,17833,1077,"18,910",,51800,56,,70766
Cultus,1953,11543,1457,"13,000",,83045,20,,96065
Cultus,1954,22036,2114,"24,150",,243858,25,,268033
Cultus,1955,25922,78,"26,000",,166097,122,,192219
Cultus,1956,13718,415,"14,133",,33923,467,,48523
Cultus,1957,20375,272,"20,647",,91844,81,,112572
Cultus,1958,13324,773,"14,097",,103156,48,,117301
Cultus,1959,47779,682,"48,461",,318378,525,,367364
Cultus,1960,17640,49,"17,689",,18195,295,,36179
Cultus,1961,13396,2032,"15,428",,12010,416,,27854
Cultus,1962,26997,73,"27,070",,40791,192,,68053
Cultus,1963,20303,268,"20,571",,59348,694,,80613
Cultus,1964,11067,76,"11,143",,30889,584,,42616
Cultus,1965,2455,77,"2,532",,12611,110,,15253
Cultus,1966,16919,545,"17,464",,44412,255,,62131
Cultus,1967,33198,294,"33,492",,283826,462,,317780
Cultus,1968,25314,422,"25,736",,48890,770,,75396
Cultus,1969,5942,797,"6,739",,32632,133,,39504
Cultus,1970,13941,1208,"15,149",,119829,1357,,136335
Cultus,1971,9128,17,"9,145",,125331,,,134476
Cultus,1972,10366,294,"10,660",,53982,72,,64714
Cultus,1973,641,217,858,,6551,18,,7427
Cultus,1974,8984,830,"9,814",,35664,737,,46215
Cultus,1975,11349,129,"11,478",,34526,627,,46631
Cultus,1976,4435,15,"4,450",,27444,130,,32024
Cultus,1977,82,271,353,,722,4,247,1078
Cultus,1978,5076,2189,"7,265",,17714,139,2675,25119
Cultus,1979,32031,14,"32,045",,90537,2022,-6528,131132
Cultus,1980,1657,30,"1,687",,5749,77,-923,8437
Cultus,1981,256,903,"1,159",,5551,16,873,6726
Cultus,1982,16725,497,"17,222",,52767,193,-7528,77711
Cultus,1983,19944,8,"19,952",1820,100150,635,11889,122557
Cultus,1984,994,153,"1,147",0,5979,41,-839,8006
Cultus,1985,424,147,571,1,1345,6,577,1923
Cultus,1986,3256,277,"3,533",41,8971,69,-570,13184
Cultus,1987,32184,152,"32,336",0,3371,,32221,35707
Cultus,1988,861,103,964,0,9333,9,-2155,12460
Cultus,1989,418,150,568,111,1565,,-2324,4568
Cultus,1990,1860,10,"1,870",203,8205,,-348,10626
Cultus,1991,20157,34,"20,191",1167,49314,354,-16833,87859
Cultus,1992,1203,2,"1,205",254,6091,,-406,7956
Cultus,1993,1063,68,"1,131",387,9548,,-1768,12834
Cultus,1994,4399,23,"4,422",313,18711,24,2603,23469
Cultus,1995,10316,33,"10,349",91,7773,1280,1875,19494
Cultus,1996,2022,8,"2,030",79,1500,74,-856,4539
Cultus,1997,88,3,91,26,1374,13,-221,1726
Cultus,1998,1959,207,"2,166",171,351,4,158,2692
Cultus,1999,12392,11,"12,403",945,6001,180,-32527,52056
Cultus,2000,1227,0,"1,227",45,41094,553,-44195,87129
Cultus,2001,515,160,675,68,777,28,-3462,5029
Cultus,2002,4873,9,"4,882",0,794,110,86,6052
Cultus,2003,1939,0,"1,939",69,319,59,-2098,4730
Cultus,2004,52,0,52,0,1295,2,45,1386
Cultus,2005,112,114,226,0,14,30,-5424,5843
Cultus,2006,3509,12,"3,521",0,3704,285,-3376,11157
Cultus,2007,538,111,649,0,47,0,285,847
Cultus,2008,340,20,360,0,464,54,-3673,4713
Cultus,2009,705,736,"1,441",2,126,4,-180,1774
Cultus,2010,9669,628,"10,297",0,8611,,-24639,20646
Cultus,2011,6948,263,"7,211",102,3429,173,-8917,12806
Cultus,2012,835,57,892,0,490,90,-2278,2173
Cultus,2013,2106,1206,"3,312",0,516,182,264,4162
Cultus,2014,4378,33,"4,411",519,8280,198,-18556,18829
Cultus,2015,1113,107,"1,220",0,212,0,-449,1876
Cultus,2016,2387,219,"2,606",0,679,121,-6708,4109
Cultus,2017,673,8,681,0,112,1,-1780,988
Cultus,2018,336,0,336,0,981,3,471,1436
Cultus,2019,23,64,87,0,2,0,-500,158
Cultus,2020,110,1,111,0,7,0,-3896,257
Cultus,2021,277,18,295,0,3,0,-2472,478
Cultus,2022,1027,10,"1,037",0,341,3,1070,1804
Cultus,2023,49,83,132,0,0,0,163,217
Early Shuswap,1952,0,0,0,,,,,0
Early Shuswap,1953,0,0,0,,,,,0
Early Shuswap,1954,210,0,210,,691,7,,908
Early Shuswap,1955,11,0,11,,65,2,,79
Early Shuswap,1956,9,0,9,,29,2,,40
Early Shuswap,1957,0,0,0,,827,43,,870
Early Shuswap,1958,434,0,434,,1929,8,,2371
Early Shuswap,1959,0,0,0,,,,,0
Early Shuswap,1960,1000,0,"1,000",,2695,166,,3862
Early Shuswap,1961,0,0,0,,,,,0
Early Shuswap,1962,323,2,325,,783,17,,1125
Early Shuswap,1963,12,0,12,,16,1,,29
Early Shuswap,1964,985,0,985,,1968,280,,3233
Early Shuswap,1965,0,0,0,,,,,0
Early Shuswap,1966,350,1,351,,1786,24,,2161
Early Shuswap,1967,4,0,4,,31,0,,35
Early Shuswap,1968,617,0,617,,2586,50,,3253
Early Shuswap,1969,18,0,18,,69,1,,88
Early Shuswap,1970,223,0,223,,1906,41,,2170
Early Shuswap,1971,32,0,32,,332,3,,367
Early Shuswap,1972,1038,0,"1,038",,5436,566,,7040
Early Shuswap,1973,11,0,11,,47,1,,59
Early Shuswap,1974,995,14,"1,009",,3818,170,,4997
Early Shuswap,1975,59,38,97,,240,13,,350
Early Shuswap,1976,2038,0,"2,038",,11499,363,,13901
Early Shuswap,1977,116,0,116,,366,15,71,497
Early Shuswap,1978,1427,3,"1,430",,3957,251,383,5638
Early Shuswap,1979,416,0,416,,1016,76,-198,1706
Early Shuswap,1980,3905,0,"3,905",,4635,783,-3167,12491
Early Shuswap,1981,63,0,63,,226,7,-5,301
Early Shuswap,1982,7535,66,"7,601",,22747,2376,-204,32928
Early Shuswap,1983,800,0,800,5,1647,209,53,2661
Early Shuswap,1984,9356,0,"9,356",0,24413,2347,3861,36116
Early Shuswap,1985,178,14,192,0,885,39,-123,1239
Early Shuswap,1986,14841,37,"14,878",0,41847,3753,455,60477
Early Shuswap,1987,3136,27,"3,163",0,6049,1164,148,10376
Early Shuswap,1988,13157,0,"13,157",0,10463,1990,8275,25609
Early Shuswap,1989,285,0,285,0,42,43,319,370
Early Shuswap,1990,32194,12,"32,206",176,57795,5999,3736,96175
Early Shuswap,1991,9117,0,"9,117",1,20125,1151,-7351,37746
Early Shuswap,1992,6282,0,"6,282",33,12089,15527,-10783,44714
Early Shuswap,1993,783,1,784,4,1022,61,-176,2046
Early Shuswap,1994,69681,0,"69,681",306,149637,20496,-34853,274972
Early Shuswap,1995,7600,0,"7,600",0,3315,3039,3665,13954
Early Shuswap,1996,40001,0,"40,001",2,4902,4139,17728,49044
Early Shuswap,1997,622,1,623,54,976,72,-581,2306
Early Shuswap,1998,38547,2,"38,549",162,46163,10910,-60709,156494
Early Shuswap,1999,6193,0,"6,193",0,2088,4190,-14881,27352
Early Shuswap,2000,97154,0,"97,154",73,46403,16950,28204,160580
Early Shuswap,2001,3706,166,"3,872",11,688,724,-5997,11292
Early Shuswap,2002,95695,0,"95,695",9,48780,13974,-18638,177096
Early Shuswap,2003,5415,115,"5,530",206,5162,1412,-1826,14135
Early Shuswap,2004,1782,0,"1,782",1717,99554,25327,-85000,213381
Early Shuswap,2005,1678,747,"2,425",3,2601,1108,-4632,10769
Early Shuswap,2006,40087,0,"40,087",405,31215,6183,-3028,80918
Early Shuswap,2007,6545,0,"6,545",890,527,1104,-2655,11722
Early Shuswap,2008,2984,0,"2,984",0,3391,4690,-10461,21526
Early Shuswap,2009,2631,213,"2,844",1,178,141,-23,4132
Early Shuswap,2010,354292,0,"354,292",0,68596,,220176,462254
Early Shuswap,2011,16060,0,"16,060",10,3626,2309,6412,24462
Early Shuswap,2012,667,0,667,0,1305,2152,-6871,2012
Early Shuswap,2013,10729,874,"11,603",82,1647,1140,-2159,20504
Early Shuswap,2014,256110,66,"256,176",2021,54633,11417,187444,434033
Early Shuswap,2015,12697,0,"12,697",509,985,435,3885,27864
Early Shuswap,2016,201,2,203,32,184,140,-605,550
Early Shuswap,2017,1693,1044,"2,737",24,42,71,14,3675
Early Shuswap,2018,283048,0,"283,048",670,69501,7585,228600,515464
Early Shuswap,2019,2264,0,"2,264",633,31,10,-234,4555
Early Shuswap,2020,229,0,229,2,10,2,85,327
Early Shuswap,2021,4872,84,"4,956",340,44,28,304,7262
Early Shuswap,2022,69782,0,"69,782",263,1926,1159,53897,112635
Early Shuswap,2023,6054,0,"6,054",1,66,25,287,13114
Early Stuart,1952,30191,3391,"33,582",,151461,6671,,191714
Early Stuart,1953,154036,276,"154,312",,783524,27427,,965263
Early Stuart,1954,35050,8,"35,058",,177838,8673,,221569
Early Stuart,1955,2159,11,"2,170",,112180,1357,,139809
Early Stuart,1956,25020,137,"25,157",,58473,3077,,86707
Early Stuart,1957,234850,183,"235,033",,257672,23954,,516659
Early Stuart,1958,38807,5,"38,812",,114399,4467,,157678
Early Stuart,1959,2670,0,"2,670",,4991,519,,8180
Early Stuart,1960,14447,125,"14,572",,51999,4134,,91505
Early Stuart,1961,198921,215,"199,136",,806525,30181,,1035842
Early Stuart,1962,26716,0,"26,716",,75185,6631,,108532
Early Stuart,1963,4607,21,"4,628",,8647,1669,,14944
Early Stuart,1964,2390,31,"2,421",,26909,10805,,172721
Early Stuart,1965,23045,0,"23,045",,225473,7807,,256325
Early Stuart,1966,10830,29,"10,859",,55923,4300,,71082
Early Stuart,1967,21044,25,"21,069",,75337,3142,,99548
Early Stuart,1968,1522,65,"1,587",,13803,12807,,28197
Early Stuart,1969,109655,163,"109,818",,270285,52816,,432919
